UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO
200701,Piura,TALARA,PARIÑAS
210202,Puno,AZANGARO,ACHAYA
210203,Puno,AZANGARO,ARAPA
210204,Puno,AZANGARO,ASILLO
210201,Puno,AZANGARO,AZANGARO
210205,Puno,AZANGARO,CAMINACA
210206,Puno,AZANGARO,CHUPA
210207,Puno,AZANGARO,JOSE DOMINGO CHOQUEHUANCA
210208,Puno,AZANGARO,MUÑANI
210209,Puno,AZANGARO,POTONI
210210,Puno,AZANGARO,SAMAN
210211,Puno,AZANGARO,SAN ANTON
210212,Puno,AZANGARO,SAN JOSE
210213,Puno,AZANGARO,SAN JUAN DE SALINAS
210214,Puno,AZANGARO,SANTIAGO DE PUPUJA
210215,Puno,AZANGARO,TIRAPATA
210302,Puno,CARABAYA,AJOYANI
210303,Puno,CARABAYA,AYAPATA
210304,Puno,CARABAYA,COASA
210305,Puno,CARABAYA,CORANI
210306,Puno,CARABAYA,CRUCERO
210307,Puno,CARABAYA,ITUATA
210301,Puno,CARABAYA,MACUSANI
210308,Puno,CARABAYA,OLLACHEA
210309,Puno,CARABAYA,SAN GABAN
210310,Puno,CARABAYA,USICAYOS
210402,Puno,CHUCUITO,DESAGUADERO
210403,Puno,CHUCUITO,HUACULLANI
210401,Puno,CHUCUITO,JULI
210404,Puno,CHUCUITO,KELLUYO
210405,Puno,CHUCUITO,PISACOMA
210406,Puno,CHUCUITO,POMATA
210407,Puno,CHUCUITO,ZEPITA
210502,Puno,EL COLLAO,CAPASO
210505,Puno,EL COLLAO,CONDURIRI
210501,Puno,EL COLLAO,ILAVE
210503,Puno,EL COLLAO,PILCUYO
210504,Puno,EL COLLAO,SANTA ROSA
210602,Puno,HUANCANE,COJATA
210601,Puno,HUANCANE,HUANCANE
210603,Puno,HUANCANE,HUATASANI
210604,Puno,HUANCANE,INCHUPALLA
210605,Puno,HUANCANE,PUSI
210606,Puno,HUANCANE,ROSASPATA
210607,Puno,HUANCANE,TARACO
210608,Puno,HUANCANE,VILQUE CHICO
210702,Puno,LAMPA,CABANILLA
210703,Puno,LAMPA,CALAPUJA
210701,Puno,LAMPA,LAMPA
210704,Puno,LAMPA,NICASIO
210705,Puno,LAMPA,OCUVIRI
210706,Puno,LAMPA,PALCA
210707,Puno,LAMPA,PARATIA
210708,Puno,LAMPA,PUCARA
210709,Puno,LAMPA,SANTA LUCIA
210710,Puno,LAMPA,VILAVILA
210802,Puno,MELGAR,ANTAUTA
210801,Puno,MELGAR,AYAVIRI
210803,Puno,MELGAR,CUPI
210804,Puno,MELGAR,LLALLI
210805,Puno,MELGAR,MACARI
210806,Puno,MELGAR,NUÑOA
210807,Puno,MELGAR,ORURILLO
210808,Puno,MELGAR,SANTA ROSA
210809,Puno,MELGAR,UMACHIRI
210902,Puno,MOHO,CONIMA
210903,Puno,MOHO,HUAYRAPATA
210901,Puno,MOHO,MOHO
210904,Puno,MOHO,TILALI
210102,Puno,PUNO,ACORA
210103,Puno,PUNO,AMANTANI
210104,Puno,PUNO,ATUNCOLLA
210105,Puno,PUNO,CAPACHICA
210106,Puno,PUNO,CHUCUITO
210107,Puno,PUNO,COATA
210108,Puno,PUNO,HUATA
210109,Puno,PUNO,MAÑAZO
210110,Puno,PUNO,PAUCARCOLLA
210111,Puno,PUNO,PICHACANI
210112,Puno,PUNO,PLATERIA
210101,Puno,PUNO,PUNO
210113,Puno,PUNO,SAN ANTONIO
210114,Puno,PUNO,TIQUILLACA
210115,Puno,PUNO,VILQUE
211002,Puno,SAN ANTONIO DE PUTINA,ANANEA
211003,Puno,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA
211001,Puno,SAN ANTONIO DE PUTINA,PUTINA
211004,Puno,SAN ANTONIO DE PUTINA,QUILCAPUNCU
211005,Puno,SAN ANTONIO DE PUTINA,SINA
211102,Puno,SAN ROMAN,CABANA
211103,Puno,SAN ROMAN,CABANILLAS
211104,Puno,SAN ROMAN,CARACOTO
211101,Puno,SAN ROMAN,JULIACA
211105,Puno,SAN ROMAN,SAN MIGUEL
211209,Puno,SANDIA,ALTO INAMBARI
211202,Puno,SANDIA,CUYOCUYO
211203,Puno,SANDIA,LIMBANI
211204,Puno,SANDIA,PATAMBUCO
211205,Puno,SANDIA,PHARA
211206,Puno,SANDIA,QUIACA
211207,Puno,SANDIA,SAN JUAN DEL ORO
211210,Puno,SANDIA,SAN PEDRO DE PUTINA PUNCO
211201,Puno,SANDIA,SANDIA
211208,Puno,SANDIA,YANAHUAYA
211302,Puno,YUNGUYO,ANAPIA
211303,Puno,YUNGUYO,COPANI
211304,Puno,YUNGUYO,CUTURAPI
211305,Puno,YUNGUYO,OLLARAYA
211306,Puno,YUNGUYO,TINICACHI
211307,Puno,YUNGUYO,UNICACHI
211301,Puno,YUNGUYO,YUNGUYO
220202,San Martín,BELLAVISTA,ALTO BIAVO
220203,San Martín,BELLAVISTA,BAJO BIAVO
220201,San Martín,BELLAVISTA,BELLAVISTA
220204,San Martín,BELLAVISTA,HUALLAGA
220205,San Martín,BELLAVISTA,SAN PABLO
220206,San Martín,BELLAVISTA,SAN RAFAEL
220302,San Martín,EL DORADO,AGUA BLANCA
220301,San Martín,EL DORADO,SAN JOSE DE SISA
220303,San Martín,EL DORADO,SAN MARTIN
220304,San Martín,EL DORADO,SANTA ROSA
220305,San Martín,EL DORADO,SHATOJA
220402,San Martín,HUALLAGA,ALTO SAPOSOA
220403,San Martín,HUALLAGA,EL ESLABON
220404,San Martín,HUALLAGA,PISCOYACU
220405,San Martín,HUALLAGA,SACANCHE
220401,San Martín,HUALLAGA,SAPOSOA
220406,San Martín,HUALLAGA,TINGO DE SAPOSOA
220502,San Martín,LAMAS,ALONSO DE ALVARADO
220503,San Martín,LAMAS,BARRANQUITA
220504,San Martín,LAMAS,CAYNARACHI
220505,San Martín,LAMAS,CUÑUMBUQUI
220501,San Martín,LAMAS,LAMAS
220506,San Martín,LAMAS,PINTO RECODO
220507,San Martín,LAMAS,RUMISAPA
220508,San Martín,LAMAS,SAN ROQUE DE CUMBAZA
220509,San Martín,LAMAS,SHANAO
220510,San Martín,LAMAS,TABALOSOS
220511,San Martín,LAMAS,ZAPATERO
220602,San Martín,MARISCAL CACERES,CAMPANILLA
220603,San Martín,MARISCAL CACERES,HUICUNGO
220601,San Martín,MARISCAL CACERES,JUANJUI
220604,San Martín,MARISCAL CACERES,PACHIZA
220605,San Martín,MARISCAL CACERES,PAJARILLO
220102,San Martín,MOYOBAMBA,CALZADA
220103,San Martín,MOYOBAMBA,HABANA
220104,San Martín,MOYOBAMBA,JEPELACIO
220101,San Martín,MOYOBAMBA,MOYOBAMBA
220105,San Martín,MOYOBAMBA,SORITOR
220106,San Martín,MOYOBAMBA,YANTALO
220702,San Martín,PICOTA,BUENOS AIRES
220703,San Martín,PICOTA,CASPISAPA
220701,San Martín,PICOTA,PICOTA
220704,San Martín,PICOTA,PILLUANA
220705,San Martín,PICOTA,PUCACACA
220706,San Martín,PICOTA,SAN CRISTOBAL
220707,San Martín,PICOTA,SAN HILARION
220708,San Martín,PICOTA,SHAMBOYACU
220709,San Martín,PICOTA,TINGO DE PONASA
220710,San Martín,PICOTA,TRES UNIDOS
220802,San Martín,RIOJA,AWAJUN
220803,San Martín,RIOJA,ELIAS SOPLIN VARGAS
220804,San Martín,RIOJA,NUEVA CAJAMARCA
220805,San Martín,RIOJA,PARDO MIGUEL
220806,San Martín,RIOJA,POSIC
220801,San Martín,RIOJA,RIOJA
220807,San Martín,RIOJA,SAN FERNANDO
220808,San Martín,RIOJA,YORONGOS
220809,San Martín,RIOJA,YURACYACU
220902,San Martín,SAN MARTIN,ALBERTO LEVEAU
220903,San Martín,SAN MARTIN,CACATACHI
220904,San Martín,SAN MARTIN,CHAZUTA
220905,San Martín,SAN MARTIN,CHIPURANA
220906,San Martín,SAN MARTIN,EL PORVENIR
220907,San Martín,SAN MARTIN,HUIMBAYOC
220908,San Martín,SAN MARTIN,JUAN GUERRA
220909,San Martín,SAN MARTIN,LA BANDA DE SHILCAYO
220910,San Martín,SAN MARTIN,MORALES
220911,San Martín,SAN MARTIN,PAPAPLAYA
220912,San Martín,SAN MARTIN,SAN ANTONIO
220913,San Martín,SAN MARTIN,SAUCE
220914,San Martín,SAN MARTIN,SHAPAJA
220901,San Martín,SAN MARTIN,TARAPOTO
221002,San Martín,TOCACHE,NUEVO PROGRESO
221003,San Martín,TOCACHE,POLVORA
221006,San Martín,TOCACHE,SANTA LUCIA
221004,San Martín,TOCACHE,SHUNTE
221001,San Martín,TOCACHE,TOCACHE
221005,San Martín,TOCACHE,UCHIZA
230202,Tacna,CANDARAVE,CAIRANI
230203,Tacna,CANDARAVE,CAMILACA
230201,Tacna,CANDARAVE,CANDARAVE
230204,Tacna,CANDARAVE,CURIBAYA
230205,Tacna,CANDARAVE,HUANUARA
230206,Tacna,CANDARAVE,QUILAHUANI
230302,Tacna,JORGE BASADRE,ILABAYA
230303,Tacna,JORGE BASADRE,ITE
230301,Tacna,JORGE BASADRE,LOCUMBA
230102,Tacna,TACNA,ALTO DE LA ALIANZA
230103,Tacna,TACNA,CALANA
230104,Tacna,TACNA,CIUDAD NUEVA
230110,Tacna,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA
230105,Tacna,TACNA,INCLAN
230111,Tacna,TACNA,LA YARADA LOS PALOS
230106,Tacna,TACNA,PACHIA
230107,Tacna,TACNA,PALCA
230108,Tacna,TACNA,POCOLLAY
230109,Tacna,TACNA,SAMA
230101,Tacna,TACNA,TACNA
230403,Tacna,TARATA,ESTIQUE
230404,Tacna,TARATA,ESTIQUE PAMPA
230402,Tacna,TARATA,HEROES ALBARRACIN
230405,Tacna,TARATA,SITAJARA
230406,Tacna,TARATA,SUSAPAYA
230401,Tacna,TARATA,TARATA
230407,Tacna,TARATA,TARUCACHI
230408,Tacna,TARATA,TICACO
240203,Tumbes,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL
240202,Tumbes,CONTRALMIRANTE VILLAR,CASITAS
240201,Tumbes,CONTRALMIRANTE VILLAR,ZORRITOS
240102,Tumbes,TUMBES,CORRALES
240103,Tumbes,TUMBES,LA CRUZ
240104,Tumbes,TUMBES,PAMPAS DE HOSPITAL
240105,Tumbes,TUMBES,SAN JACINTO
240106,Tumbes,TUMBES,SAN JUAN DE LA VIRGEN
240101,Tumbes,TUMBES,TUMBES
240302,Tumbes,ZARUMILLA,AGUAS VERDES
240303,Tumbes,ZARUMILLA,MATAPALO
240304,Tumbes,ZARUMILLA,PAPAYAL
240301,Tumbes,ZARUMILLA,ZARUMILLA
250201,Ucayali,ATALAYA,RAIMONDI
250202,Ucayali,ATALAYA,SEPAHUA
250203,Ucayali,ATALAYA,TAHUANIA
250204,Ucayali,ATALAYA,YURUA
250101,Ucayali,CORONEL PORTILLO,CALLERIA
250102,Ucayali,CORONEL PORTILLO,CAMPOVERDE
250103,Ucayali,CORONEL PORTILLO,IPARIA
250107,Ucayali,CORONEL PORTILLO,MANANTAY
250104,Ucayali,CORONEL PORTILLO,MASISEA
250106,Ucayali,CORONEL PORTILLO,NUEVA REQUENA
250105,Ucayali,CORONEL PORTILLO,YARINACOCHA
250305,Ucayali,PADRE ABAD,ALEXANDER VON HUMBOLDT
250307,Ucayali,PADRE ABAD,BOQUERON
250303,Ucayali,PADRE ABAD,CURIMANA
250306,Ucayali,PADRE ABAD,HUIPOCA
250302,Ucayali,PADRE ABAD,IRAZOLA
250304,Ucayali,PADRE ABAD,NESHUYA
250301,Ucayali,PADRE ABAD,PADRE ABAD
250401,Ucayali,PURUS,PURUS
